Timestamp,Class,Archetype,Rank,Link,Class1,Archetype1,First1,Result1,Class2,Archetype2,First2,Result2,Class3,Archetype3,First3,Result3,Class4,Archetype4,First4,Result4,Class5,Archetype5,First5,Result5,Wins,First
2018/09/20 6:11:05 AM MDT,Dragoncraft,Ramp,AA,,Shadowcraft,Midrange,2.0,0.0,Shadowcraft,Midrange,2.0,0.0,Shadowcraft,Midrange,1.0,0.0,Bloodcraft,Dfb,2.0,0.0,Havencraft,Elana,1.0,1.0,1.0,0.0
2018/09/20 7:22:19 AM MDT,Havencraft,Tenko,Master,,Bloodcraft,Dfb,2.0,1.0,Shadowcraft,Midrange,1.0,1.0,Shadowcraft,Midrange,1.0,0.0,Forestcraft,Roach,1.0,1.0,Havencraft,Elana,2.0,1.0,4.0,0.0
2018/09/20 10:36:47 AM MDT,Bloodcraft,Dfb,Master,https://shadowverse-portal.com/deck/1.6.6YBRY.6YBRY.6YBRY.63dOW.63dOW.63dOW.63gJY.63gJY.63gJY.6F6FS.6F6FS.6F6FS.6MkXc.6MkXc.6MkXc.6YFqo.6YFqo.6YFqo.5_pzw.5_pzw.5_pzw.5_p-4.5_p-4.5_p-4.6MlGA.6MlGA.6MlGA.6F6kY.6F6kY.6F6kY.63ilo.63ilo.6YDOY.6YDOY.6YDOY.63i_Q.63i_Q.6URhy.6URhy.6URhy?lang=en,Bloodcraft,Dfb,2.0,1.0,Bloodcraft,Dfb,2.0,1.0,Bloodcraft,Vengeance,1.0,1.0,Havencraft,Tenko,1.0,1.0,Havencraft,Tenko,2.0,0.0,4.0,0.0
2018/09/20 12:00:46 PM MDT,Bloodcraft,Dfb,AA,,Forestcraft,Roach,1.0,0.0,Swordcraft,Aggro,1.0,0.0,Shadowcraft,Midrange,1.0,0.0,Runecraft,Dshift,2.0,1.0,Dragoncraft,Discard,1.0,1.0,2.0,0.0
2018/09/20 1:26:18 PM MDT,Dragoncraft,Roost,A,https://shadowverse-portal.com/deck/1.4.5_394.5_394.6I772.6I772.6I772.6LxG2.6LxG2.6LxG2.6PqHY.6PqHY.6PqHY.6TZYW.6TZYW.6Tgt6.6Tgt6.6Tgt6.5_38w.5_38w.5_38w.62vkA.62vkA.ftahQ.ftahQ.6AY0A.6AY0A.6AY0A.62xhK.62xhK.62xhK.5_5bA.6IERy.6IERy.6IERy.62xRi.62xRi.62xRi.6Psjy.6XU_o.6XU_o.6XU_o?lang=en,Runecraft,Dshift,,1.0,Havencraft,Tenko,,1.0,Forestcraft,Roach,,1.0,Shadowcraft,Midrange,,1.0,Runecraft,Dshift,,1.0,5.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/09/20 4:09:13 PM MDT,Runecraft,Dshift,A,http://sv.bagoum.com/db/DhJ,Runecraft,Burn,1.0,0.0,Bloodcraft,Dfb,2.0,1.0,Shadowcraft,Midrange,2.0,0.0,Havencraft,Tenko,2.0,1.0,Dragoncraft,Roost,2.0,1.0,3.0,0.0
2018/09/20 4:53:36 PM MDT,Runecraft,Dshift,A,http://sv.bagoum.com/db/DhJ,Shadowcraft,Midrange,2.0,0.0,Bloodcraft,Dfb,2.0,0.0,Shadowcraft,Midrange,1.0,0.0,Forestcraft,Roach,2.0,1.0,Forestcraft,Roach,2.0,0.0,1.0,0.0
2018/09/20 6:33:28 PM MDT,Bloodcraft,Dfb,C,,Runecraft,Dshift,1.0,1.0,Bloodcraft,Dfb,2.0,1.0,Forestcraft,Roach,2.0,1.0,Bloodcraft,Vengeance,1.0,0.0,Havencraft,Tenko,1.0,1.0,4.0,0.0
2018/09/20 8:02:54 PM MDT,Runecraft,Burn,AA,http://sv.bagoum.com/db/DmJ,Portalcraft,Puppet,1.0,1.0,Runecraft,Dshift,2.0,1.0,Bloodcraft,Dfb,2.0,1.0,Runecraft,Dshift,2.0,0.0,Bloodcraft,Dfb,2.0,1.0,4.0,0.0
2018/09/20 9:09:17 PM MDT,Shadowcraft,Nephthys,AA,,Swordcraft,Spartacus,1.0,0.0,Havencraft,Elana,2.0,1.0,Swordcraft,Aggro,2.0,1.0,Runecraft,Burn,2.0,1.0,Dragoncraft,Roost,2.0,1.0,4.0,0.0
2018/09/20 10:06:56 PM MDT,Bloodcraft,,Master,,Bloodcraft,,2.0,0.0,Bloodcraft,Dfb,2.0,1.0,Bloodcraft,Dfb,2.0,1.0,Runecraft,Daria,2.0,1.0,Bloodcraft,Vengeance,1.0,1.0,4.0,0.0
